RowNames	LILT_GF06_16	LILT_GF12_16	LILT_GF15_16	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF00TL_16	LILT_VF02_T016	LILT_VF04_16	LILT_VF06_16	LILT_VF07_16	LILT_VF10_T016	LILT_VF100_T016	LILT_VF102_T017	LILT_VF107_16	LILT_VF114_T017	LILT_VF120_16	LILT_VF140_T016	LILT_VF145_T017	LILT_VF154_T017	LILT_VF166_T017	LILT_VF170_T016	LILT_VF171_T016	LILT_VF172_T017	LILT_VF174_T017	LILT_VF176_T017	LILT_VF18_T016	LILT_VF189_T016	LILT_VF192_T017	LILT_VF197_T017	LILT_VF206_T016	LILT_VF207_T017	LILT_VF208_T017	LILT_VF212_T016	LILT_VF214_T016	LILT_VF216_T017	LILT_VF217_T017	LILT_VF232_T017	LILT_VF234_T017	LILT_VF251_T017	LILT_VF255_T016	LILT_VF259_T016	LILT_VF261_T016	LILT_VF262_T016	LILT_VF263_T016	LILT_VF264_T017	LILT_VF265_T016	LILT_VF270_T017	LILT_VF273_T017	LILT_VF279_T016	LILT_VF28_T016	LILT_VF281_T017	LILT_VF29_16	LILT_VF30_16	LILT_VF300_T016	LILT_VF301_T016	LILT_VF31_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF40_16	LILT_VF43_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF65_16	LILT_VF66_T017	LILT_VF69_16	LILT_VF70_16	LILT_VF71_16	LILT_VF73_16	LILT_VF77_16	LILT_VF82_T016	LILT_VF84_16	LILT_VF90_16	LILT_VF95_16	LILT_VF97_16
Dialister pneumosintes	0	0	0	0	0	0	0	0	0	12770	0	0	0	0	0	0	0	0	0	0	479769	0	0	0	0	0	0	0	3564	0	0	0	0	0	0	0	0	0	0	0	0	0	16676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Ruminococcus] lactaris	0	0	0	0	0	0	0	0	0	9291	0	2336	0	0	1204905	28732	0	0	0	0	0	0	0	0	38394	0	44072	0	0	0	0	98933	0	72523	0	0	0	0	0	0	0	0	0	0	0	514820	45887	217358	0	0	297962	0	202420	0	111305	18357	11257	52955	179531	31862	68436	196350	0	0	0	0	0	0	0	0	53005	40437	1436970	325099	1535562	0	0	2459514	0	0
Coprobacillus cateniformis	0	0	0	0	0	0	0	0	0	7478	0	0	0	0	0	0	0	0	0	0	0	0	17087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186299	0	0	0	0	0	38335	0	0	0	0	0	0	0	0	9600	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. CAG:755	0	0	0	0	0	0	0	0	0	0	5261159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:598	0	0	0	0	0	0	0	0	0	0	3886535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium succinatutens	0	0	0	0	0	0	0	0	0	0	1753669	0	6086131	0	87135	0	2114533	0	0	0	0	0	0	0	0	0	0	0	0	1158697	0	0	0	0	0	0	0	0	0	0	0	2324042	0	0	0	0	0	0	0	0	3875591	0	2100317	0	0	0	0	2391808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:633	0	0	0	0	0	0	0	0	0	0	129214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86270	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:661	0	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. AM42-24	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30991091	0	0	0	0	0	0	0	0
Prevotella sp. CAG:1124	0	0	0	0	0	0	0	0	0	0	0	9441450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:462	0	0	0	0	0	0	0	0	0	0	0	2854249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71872	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:144	0	0	0	0	0	0	0	0	0	0	0	789057	0	0	0	0	0	205330	0	0	0	0	0	0	0	110428	0	0	0	0	0	0	0	0	0	0	0	2045	0	0	0	0	0	0	0	312824	0	24844	0	0	0	0	0	0	0	0	0	0	24090	0	61960	0	0	0	0	947494	0	200788	0	0	3308	0	0	0	2210140	0	515999	0	0	0
Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0	0	0	632037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15958	0	0	0	0	0
Anaerotruncus sp. CAG:528	0	0	0	0	0	0	0	0	0	0	0	154587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae bacterium D5	0	0	0	0	0	0	0	0	0	0	0	44606	264772	21011	0	0	0	343395	0	0	0	63977	0	0	0	2531	0	35559	219124	9151	0	0	0	4890	0	0	0	1204	0	0	0	0	0	0	0	561661	0	0	17561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139616	12397	0	12392	131211	0	0	0	0	16630	85655	9618	0	0	0	0
Alistipes sp. An66	0	0	0	0	0	0	0	0	0	0	0	4236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio piger	0	0	0	0	0	0	0	0	0	0	0	0	741808	0	29762	0	1686816	0	0	0	0	604626	5938	0	0	1166007	0	0	764012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085281	997150	420682	0	0	3157321	0	1739397	0	0	0	0	1360744	0	0	0	0	0	0	0	0	0	1488112	0	0	0	0	0	0	106803	0	0	0	0	0
Parabacteroides goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	590326	0	0	0	0	0	0	0	0	0	0	0	0	0	29118	0	0	261712	0	0	0	0	0	0	0	52542	0	0	0	0	0	0	0	1060213	20215	0	0	0	157618	0	80240	83752	0	0	0	0	0	0	0	0	0	0	0	733627	0	0	0	0	0	85071	0	0	111411	0	0	0	0	0
Sanguibacteroides justesenii	0	0	0	0	0	0	0	0	0	0	0	0	91516	0	0	0	5617	0	0	0	0	54158	0	0	0	24557	0	1437	0	0	0	0	0	0	0	0	0	8517	0	0	0	0	0	0	0	0	0	4524	0	0	0	0	0	0	0	0	0	15247	0	0	0	0	0	0	0	0	0	48579	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. CAG:873	0	0	0	0	0	0	0	0	0	0	0	0	64827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3160125	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	50539	0	47661	0	0	0	0	0	138905	0	0	0	0	139043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307087	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella anthropi	0	0	0	0	0	0	0	0	0	0	0	0	41540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	31389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94434	0	0	0	0	0	0	0	77136	0	0	0	0	0	0	0	0	220629	26273	0	0	729376	135548	553048	0	232977	49439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571860	0	0	0	9849207	0
Lactococcus lactis	0	0	0	0	0	0	0	0	0	0	0	0	15775	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allisonella histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	14355	0	0	0	35555	0	0	0	0	0	0	0	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50791	101285	0	0	265420	497776	0	0	0	0	764	0	0	0	0	169528	32164	0	0	0	0	0	0	0	23816	0	0	0	0	0	0	13352	5919	0	0	0	0	0	0	0	0
Eubacterium ventriosum	0	0	0	0	0	0	0	0	0	0	0	0	9722	7877	0	0	0	9926	0	0	0	0	0	0	0	0	0	0	0	0	105769	0	0	0	0	0	0	0	9608	7228	0	0	0	10260	10600	25316	0	31117	0	0	3468	0	3246	0	0	0	1746	0	3410	2716	0	14043	0	2000	0	0	0	0	0	0	0	0	0	11167	1060	0	11337	1973	0	0
Prevotella sp. CAG:1092	0	0	0	0	0	0	0	0	0	0	0	0	8771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganella morganii	0	0	0	0	0	0	0	0	0	0	0	0	8329	0	99338	0	0	0	0	27776288	7222	0	87746	0	0	0	0	0	0	0	0	0	0	0	0	17265581	0	6777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342520	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. CAG:485	0	0	0	0	0	0	0	0	0	0	0	0	0	916272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99209	154074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	41633	0	0	385357	0	48137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26998228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7126	0	0	0	0	0
Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0	0	0	0	11530	0	0	0	0	0	0	0	0	0	0	0	12763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249630	0	0	0	3979	2163038	7443	0	0	0	0	0	0	0	0	0	0	0	3186	0	14758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10570	0	0	0	0	0	0	0	0	0	120339	0	0	0	0	0	126090
Prevotella nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98920	0	0	0	0	0	8523045	0	229199	0	0	0	0	0	0	0	0	0	0	16176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72729	0	0	0	0	0	552583	0	7711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39065	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187700	73815	0	0	0	0	0	0	0	3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59071
Abiotrophia defectiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685870	0	2577	49209	5314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3774	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus hauseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32715	0	0	0	0	7370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. F0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28064	0	0	0	0	0	0	0	3788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18631	0	0	0	0	0	277661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia sp. HMSC24B09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249107	0	0	20847	4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3279	0	0	0	0	0	0	0	0	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancefieldella parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oribacterium sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3244	0	0	0	0	0	6113	0	0	0	0	30265
Fusobacterium periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7377	0	0	0	0	0	0	0	7523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104354	36584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4904	0	63490
Porphyromonas somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20802	0	0	0	0	16517	0	0
Neisseria flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6245	0	0	0	0	10088	0	0	0	0	0	0	0	0	0	0	0	19312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7131	0	0	0	0	0	5007	0	0	0	0	84716
Streptococcus sp. HMSC034E03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3658	0	0	0	0	0	38839	0	228822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3388	0	0	0	0	3512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870
Neisseria mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463	0	0	0	0	2809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stomatobaculum longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas artemidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429633	0	0	0	0	0	0	0	0	0	52169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25263	0	0	0	6033216	0	0	92944	0	0	0	0	0	0	0	0	0	0	0	11653	0	0	0	0	4295293	0	52405	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. CAG:257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175625	0	0	0	0	0	0	3734	0	0	4354	0	0	2645	0	0	0	0	0	0	0	0	0	9072	0	0	291883	0	2245	2453	0	0	0	0	34894	0	10437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11924	0	26122	0	0	0	0	0	0	0	18244	0	0
Anaerotignum lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175123	0	0	0	0	296929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70197	0	0	0	0	0	0	0	0	370698	0	0	0	0	154163	0	0	0	0	0	0	0	8495	0	0	0	0	24200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5756	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. OM08-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13729	0	0	0	0
Roseburia sp. CAG:471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17767	0	0	0	0	0	0	0	0	0	0	0	0	0	209124	0	0	0	0	0	0	0	0	0	3180	0	0	79977	53944	72291	0	0	0	0	0	0	0	0	136497	35885	0	0	417305	3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3087	0	6384	0	13524	0
[Bacteroides] pectinophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides fluxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472388	0	0	0	0	0	0	2294722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3904903	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor sp. An306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter koseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243298	0	0	18887	0	0	0	0	0	0	0	0	0	0	0	0	0	7982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231832	0	0	0	0	0	0	0	0	0	0	0	0	22146	0	0	0	127021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus gilvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154108	0	0	0	0	0	0	0	0	0	0	0	0	25629	0	0	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
